baseItemId,nodeKind,candidateDefinitionId,awakeningNodeId,candidateUnlockLevel,awakeningUnlockLevel,requiredRarity,requiredRarityKey,displayName,description,candidatePayloadIdentity,candidateSourceIdentity,awakeningSourceIdentity,schemaId,authorityRevision
"I021","Core3","candidate_core_i021_03","I021_CORE_03","30","30","Blue","blue","玄水涤秽印·合脉","同属xuanshui法门的已点亮道具达到Build2时，“涤心”追加协同数值。","candidate_core_i021_03#d360588588204b43dd6c210607a51236ca0a63ed32c1096128a6fa27be6c20a6","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I021/candidate_core_i021_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I021/I021_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I021","Ultimate","candidate_core_i021_ultimate","I021_CORE_ULT","40","40","Orange","orange","玄水涤秽印·成法","玄水涤秽印完成成法后，将“涤心”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i021_ultimate#78e60dd6b0073830a3427e9e04ebce262635e0d33a1dbe2307025139c8df8b18","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I021/candidate_core_i021_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I021/I021_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I022","Core1","candidate_core_i022_01","I022_CORE_01","10","10","White","white","玄水流令·初识","玄水流令点亮后，“回流”的基础候选效果获得第一层强化。","candidate_core_i022_01#5c350209db83b0b18419d390e7bb30978da88426ef129bf3511d8b460d7e3540","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I022/candidate_core_i022_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I022/I022_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I022","Core2","candidate_core_i022_02","I022_CORE_02","20","20","Green","green","玄水流令·承式","触发“回流”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i022_02#379e039a3baa5f98d40c3bff1cd3af2f71859bad511e977ed9536d394601006c","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I022/candidate_core_i022_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I022/I022_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I022","Core3","candidate_core_i022_03","I022_CORE_03","30","30","Blue","blue","玄水流令·合脉","同属xuanshui法门的已点亮道具达到Build2时，“回流”追加协同数值。","candidate_core_i022_03#38e4cfe4c01285393d1e0f5ffaf83c05cc2feefd8d20b5330b6983aaf77e7276","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I022/candidate_core_i022_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I022/I022_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I022","Ultimate","candidate_core_i022_ultimate","I022_CORE_ULT","40","40","Orange","orange","玄水流令·成法","玄水流令完成成法后，将“回流”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i022_ultimate#4c0d218df50ce395ed3f673d3cbc56e6681b844cdfcd2df24575d642d2db7fcf","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I022/candidate_core_i022_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I022/I022_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I023","Core1","candidate_core_i023_01","I023_CORE_01","10","10","White","white","照秽水镜·初识","照秽水镜点亮后，“照秽”的基础候选效果获得第一层强化。","candidate_core_i023_01#1ac1e5aec2d7a9e4100ac2406023dcb8484a12fa803824f248af0ba29a0ce88c","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I023/candidate_core_i023_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I023/I023_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I023","Core2","candidate_core_i023_02","I023_CORE_02","20","20","Green","green","照秽水镜·承式","触发“照秽”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i023_02#cd171ab781925fd3357cf4801dec9d2011f5fa5b58e0113d638097b2df13095b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I023/candidate_core_i023_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I023/I023_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I023","Core3","candidate_core_i023_03","I023_CORE_03","30","30","Blue","blue","照秽水镜·合脉","同属xuanshui法门的已点亮道具达到Build2时，“照秽”追加协同数值。","candidate_core_i023_03#37e64cc76f0d1792ea665fb95f259627f4cdc88cc5e8e0d0cbaa03c9db2384cf","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I023/candidate_core_i023_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I023/I023_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I023","Ultimate","candidate_core_i023_ultimate","I023_CORE_ULT","40","40","Orange","orange","照秽水镜·成法","照秽水镜完成成法后，将“照秽”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i023_ultimate#e0c28fa326a2c74ca3b309b795a5690bbb82f306054e6f1d4d289cb3e75eb91d","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I023/candidate_core_i023_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I023/I023_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I024","Core1","candidate_core_i024_01","I024_CORE_01","10","10","White","white","净水盂·初识","净水盂点亮后，“蓄水”的基础候选效果获得第一层强化。","candidate_core_i024_01#a0b5ad6e5bcd50b2224076f4842f7c11af5e0b7d9b6878a19bd7aec05261a226","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I024/candidate_core_i024_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I024/I024_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I024","Core2","candidate_core_i024_02","I024_CORE_02","20","20","Green","green","净水盂·承式","触发“蓄水”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i024_02#204c2d91bab5ad7ada3fc65e6d0a78b8e935233b1b26a3c9c973c4ca169eda9b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I024/candidate_core_i024_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I024/I024_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I024","Core3","candidate_core_i024_03","I024_CORE_03","30","30","Blue","blue","净水盂·合脉","同属xuanshui法门的已点亮道具达到Build2时，“蓄水”追加协同数值。","candidate_core_i024_03#2b00fe08b647387a011117fed2abaddc7db531faa94bae39f47a096f88cfd07b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I024/candidate_core_i024_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I024/I024_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I024","Ultimate","candidate_core_i024_ultimate","I024_CORE_ULT","40","40","Orange","orange","净水盂·成法","净水盂完成成法后，将“蓄水”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i024_ultimate#7b0fe41b4c3c9b8483bd09f61056cde69b5dc30ea4bd7d6046e0182cf2405a44","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I024/candidate_core_i024_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I024/I024_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I025","Core1","candidate_core_i025_01","I025_CORE_01","10","10","White","white","封煞符·初识","封煞符点亮后，“封煞”的基础候选效果获得第一层强化。","candidate_core_i025_01#c890db339013f4e52e3225ef2047466d4f2a78721127bb0d3e839f4182a65014","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I025/candidate_core_i025_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I025/I025_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I025","Core2","candidate_core_i025_02","I025_CORE_02","20","20","Green","green","封煞符·承式","触发“封煞”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i025_02#6429f53ca98e177bc86f67d3342c167cb16fd23717cd0811cac1c0377285adec","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I025/candidate_core_i025_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I025/I025_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I025","Core3","candidate_core_i025_03","I025_CORE_03","30","30","Blue","blue","封煞符·合脉","同属taibai法门的已点亮道具达到Build2时，“封煞”追加协同数值。","candidate_core_i025_03#253b964a76d94fa192ad6ed546b53043d98897141614c5e14feecbb01271842d","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I025/candidate_core_i025_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I025/I025_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I025","Ultimate","candidate_core_i025_ultimate","I025_CORE_ULT","40","40","Orange","orange","封煞符·成法","封煞符完成成法后，将“封煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i025_ultimate#0f888247b976949d720ea4c31f7823d4fea1b1b8b15215b1f62d1413bfffa743","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I025/candidate_core_i025_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I025/I025_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I026","Core1","candidate_core_i026_01","I026_CORE_01","10","10","White","white","太白斩符·初识","太白斩符点亮后，“太白”的基础候选效果获得第一层强化。","candidate_core_i026_01#ac2508994a906e17f43c7e922e8f3fbf2af2bfc6ca68ff7f2433552b01d95b33","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I026/candidate_core_i026_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I026/I026_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I026","Core2","candidate_core_i026_02","I026_CORE_02","20","20","Green","green","太白斩符·承式","触发“太白”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i026_02#c697dcadbab031fe1e7310005256980a449ec6851af46ce40aba69f77927a40c","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I026/candidate_core_i026_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I026/I026_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I026","Core3","candidate_core_i026_03","I026_CORE_03","30","30","Blue","blue","太白斩符·合脉","同属taibai法门的已点亮道具达到Build2时，“太白”追加协同数值。","candidate_core_i026_03#18b28bc83bb59cf4e22b49b8dfaffd2e7d73652693ec2693af1d0cbfb55333d6","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I026/candidate_core_i026_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I026/I026_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I026","Ultimate","candidate_core_i026_ultimate","I026_CORE_ULT","40","40","Orange","orange","太白斩符·成法","太白斩符完成成法后，将“太白”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i026_ultimate#02e0e43fc3fd5a78a25aa8691351cc214a81f58d1962d3648a08456b2a71520f","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I026/candidate_core_i026_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I026/I026_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I027","Core1","candidate_core_i027_01","I027_CORE_01","10","10","White","white","太白斩煞印·初识","太白斩煞印点亮后，“斩煞”的基础候选效果获得第一层强化。","candidate_core_i027_01#88ed0bdefde22ba990a60caf31504d06cdcde61d9a3ba61927052bbb50383925","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I027/candidate_core_i027_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I027/I027_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I027","Core2","candidate_core_i027_02","I027_CORE_02","20","20","Green","green","太白斩煞印·承式","触发“斩煞”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i027_02#07726733e3019f73834f5ef0c3441095dc31d88dd8f1c472310bb086643ee501","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I027/candidate_core_i027_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I027/I027_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I027","Core3","candidate_core_i027_03","I027_CORE_03","30","30","Blue","blue","太白斩煞印·合脉","同属taibai法门的已点亮道具达到Build2时，“斩煞”追加协同数值。","candidate_core_i027_03#42a2492aceda0199af6b8cd235cc44f073406b5ff8cd75410b0d71c24b3c3287","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I027/candidate_core_i027_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I027/I027_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I027","Ultimate","candidate_core_i027_ultimate","I027_CORE_ULT","40","40","Orange","orange","太白斩煞印·成法","太白斩煞印完成成法后，将“斩煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i027_ultimate#ea4517b9d379cb55c1d3b8dad41213be22da373960609bc0efbc0b06cbb1d75e","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I027/candidate_core_i027_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I027/I027_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I028","Core1","candidate_core_i028_01","I028_CORE_01","10","10","White","white","断煞令·初识","断煞令点亮后，“断令”的基础候选效果获得第一层强化。","candidate_core_i028_01#56ec8b83eea6c76f4f515eb18affc54771291528012f1fb54ec18c084da69472","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I028/candidate_core_i028_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I028/I028_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I028","Core2","candidate_core_i028_02","I028_CORE_02","20","20","Green","green","断煞令·承式","触发“断令”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i028_02#9daf8274390b75e61d57dae14893779cb2c7d41c9d13a630ae4527fc1109368b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I028/candidate_core_i028_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I028/I028_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I028","Core3","candidate_core_i028_03","I028_CORE_03","30","30","Blue","blue","断煞令·合脉","同属taibai法门的已点亮道具达到Build2时，“断令”追加协同数值。","candidate_core_i028_03#f071630838f729ec756d0189383dd44ae87add87952e51bb7e91ee8c668e7ba2","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I028/candidate_core_i028_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I028/I028_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I028","Ultimate","candidate_core_i028_ultimate","I028_CORE_ULT","40","40","Orange","orange","断煞令·成法","断煞令完成成法后，将“断令”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i028_ultimate#12f86888c9b5e588ebea1e117ad3f042d88509122d5b7ceb5626cc38360a97ae","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I028/candidate_core_i028_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I028/I028_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I029","Core1","candidate_core_i029_01","I029_CORE_01","10","10","White","white","照煞镜·初识","照煞镜点亮后，“照煞”的基础候选效果获得第一层强化。","candidate_core_i029_01#26fb1945fcc9108aa875d8688ecf5cda040751c913fae302d54f04dd279b8334","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I029/candidate_core_i029_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I029/I029_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I029","Core2","candidate_core_i029_02","I029_CORE_02","20","20","Green","green","照煞镜·承式","触发“照煞”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i029_02#b94bd3a6dbf8f484cf80bf725878a92be43766817af56e98b8ad008ae20d3b6b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I029/candidate_core_i029_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I029/I029_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I029","Core3","candidate_core_i029_03","I029_CORE_03","30","30","Blue","blue","照煞镜·合脉","同属taibai法门的已点亮道具达到Build2时，“照煞”追加协同数值。","candidate_core_i029_03#0c63320df67170f3fe0b8f3dd30e50821d23a077f1f6999a615bb6789a9fe10f","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I029/candidate_core_i029_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I029/I029_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I029","Ultimate","candidate_core_i029_ultimate","I029_CORE_ULT","40","40","Orange","orange","照煞镜·成法","照煞镜完成成法后，将“照煞”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i029_ultimate#5341b079cf10abf09f5c348bb1bc3c465e734ce6e4bcbd8d472dcf82a6dc6489","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I029/candidate_core_i029_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I029/I029_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I030","Core1","candidate_core_i030_01","I030_CORE_01","10","10","White","white","桃木剑·初识","桃木剑点亮后，“桃木”的基础候选效果获得第一层强化。","candidate_core_i030_01#8f9cbdc4386d23ad600bc9282c573adaefadc7d38b23d912d81691115bda5026","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I030/candidate_core_i030_01","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I030/I030_CORE_01","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I030","Core2","candidate_core_i030_02","I030_CORE_02","20","20","Green","green","桃木剑·承式","触发“桃木”后返还一部分节奏资源，并保留下一次触发条件。","candidate_core_i030_02#f02bc973c373cbecab82632fe2a49440b1ddf860065001ba19660017468402f3","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I030/candidate_core_i030_02","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I030/I030_CORE_02","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I030","Core3","candidate_core_i030_03","I030_CORE_03","30","30","Blue","blue","桃木剑·合脉","同属taibai法门的已点亮道具达到Build2时，“桃木”追加协同数值。","candidate_core_i030_03#527059f4afc49c74cc0de28d164152d0bb56d6da77d79a2d052d2c7b5a267032","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I030/candidate_core_i030_03","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I030/I030_CORE_03","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
"I030","Ultimate","candidate_core_i030_ultimate","I030_CORE_ULT","40","40","Orange","orange","桃木剑·成法","桃木剑完成成法后，将“桃木”的触发结果转换为一次不消耗原状态的机制回响；每轮限一次。","candidate_core_i030_ultimate#ec4853fe4ea96401417665025ac153d2ab034b88a01741f7f5f4c4dbe9dd7e9b","ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I030/candidate_core_i030_ultimate","TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I030/I030_CORE_ULT","ItemCoreEffectIdentityCatalogSnapshot.v2","ITEM_FOUR_CORE_AWAKENING_RUNTIME_CONTRACT_CORRECTION01_R1"
