caseId,category,expected,actual,result
roll.I013@purple,roll_150,PASS,PASS,PASS
projection.I013@purple,projection_150,PASS,PASS,PASS
determinism.I013@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i013_purple_150064
baseItemId=4:I013
rarity=6:purple
generationVersion=1:1
rootSeed=6:150064
cultivationPotentialProfileId=34:candidate_core_profile_i013_purple
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:22
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:984
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i013_01
eligibleCoreEffectId=22:candidate_core_i013_02
eligibleCoreEffectId=22:candidate_core_i013_03
eligibleCoreEffectId=22:candidate_core_i013_04
visibleCoreEffectId=22:candidate_core_i013_01
visibleCoreEffectId=22:candidate_core_i013_02
visibleCoreEffectId=22:candidate_core_i013_03
visibleCoreEffectId=22:candidate_core_i013_04
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i013_purple_150064
baseItemId=4:I013
rarity=6:purple
generationVersion=1:1
rootSeed=6:150064
cultivationPotentialProfileId=34:candidate_core_profile_i013_purple
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:22
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:984
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i013_01
eligibleCoreEffectId=22:candidate_core_i013_02
eligibleCoreEffectId=22:candidate_core_i013_03
eligibleCoreEffectId=22:candidate_core_i013_04
visibleCoreEffectId=22:candidate_core_i013_01
visibleCoreEffectId=22:candidate_core_i013_02
visibleCoreEffectId=22:candidate_core_i013_03
visibleCoreEffectId=22:candidate_core_i013_04
buildQualification=4:Dual
",PASS
roll.I013@orange,roll_150,PASS,PASS,PASS
projection.I013@orange,projection_150,PASS,PASS,PASS
determinism.I013@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i013_orange_150065
baseItemId=4:I013
rarity=6:orange
generationVersion=1:1
rootSeed=6:150065
cultivationPotentialProfileId=34:candidate_core_profile_i013_orange
statId=8:cooldown
statRawUnits=1:3
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:25
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1761
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i013_01
eligibleCoreEffectId=22:candidate_core_i013_02
eligibleCoreEffectId=22:candidate_core_i013_03
eligibleCoreEffectId=22:candidate_core_i013_04
eligibleCoreEffectId=28:candidate_core_i013_ultimate
visibleCoreEffectId=22:candidate_core_i013_01
visibleCoreEffectId=22:candidate_core_i013_02
visibleCoreEffectId=22:candidate_core_i013_03
visibleCoreEffectId=22:candidate_core_i013_04
visibleCoreEffectId=28:candidate_core_i013_ultimate
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i013_orange_150065
baseItemId=4:I013
rarity=6:orange
generationVersion=1:1
rootSeed=6:150065
cultivationPotentialProfileId=34:candidate_core_profile_i013_orange
statId=8:cooldown
statRawUnits=1:3
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:25
statId=8:nianCost
statRawUnits=1:2
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1761
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:6
eligibleCoreEffectId=22:candidate_core_i013_01
eligibleCoreEffectId=22:candidate_core_i013_02
eligibleCoreEffectId=22:candidate_core_i013_03
eligibleCoreEffectId=22:candidate_core_i013_04
eligibleCoreEffectId=28:candidate_core_i013_ultimate
visibleCoreEffectId=22:candidate_core_i013_01
visibleCoreEffectId=22:candidate_core_i013_02
visibleCoreEffectId=22:candidate_core_i013_03
visibleCoreEffectId=22:candidate_core_i013_04
visibleCoreEffectId=28:candidate_core_i013_ultimate
buildQualification=9:QiLeiOnly
",PASS
roll.I014@white,roll_150,PASS,PASS,PASS
projection.I014@white,projection_150,PASS,PASS,PASS
determinism.I014@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i014_white_150066
baseItemId=4:I014
rarity=5:white
generationVersion=1:1
rootSeed=6:150066
cultivationPotentialProfileId=33:candidate_core_profile_i014_white
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:2
statId=5:guard
statRawUnits=2:16
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:364
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:2
eligibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i014_white_150066
baseItemId=4:I014
rarity=5:white
generationVersion=1:1
rootSeed=6:150066
cultivationPotentialProfileId=33:candidate_core_profile_i014_white
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:2
statId=5:guard
statRawUnits=2:16
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:364
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:2
eligibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_01
buildQualification=4:None
",PASS
roll.I014@green,roll_150,PASS,PASS,PASS
projection.I014@green,projection_150,PASS,PASS,PASS
determinism.I014@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i014_green_150067
baseItemId=4:I014
rarity=5:green
generationVersion=1:1
rootSeed=6:150067
cultivationPotentialProfileId=33:candidate_core_profile_i014_green
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:24
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:490
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:516
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i014_green_150067
baseItemId=4:I014
rarity=5:green
generationVersion=1:1
rootSeed=6:150067
cultivationPotentialProfileId=33:candidate_core_profile_i014_green
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:24
statId=8:nianCost
statRawUnits=1:5
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:490
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:516
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
buildQualification=4:None
",PASS
roll.I014@blue,roll_150,PASS,PASS,PASS
projection.I014@blue,projection_150,PASS,PASS,PASS
determinism.I014@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i014_blue_150068
baseItemId=4:I014
rarity=4:blue
generationVersion=1:1
rootSeed=6:150068
cultivationPotentialProfileId=32:candidate_core_profile_i014_blue
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:589
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:669
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
buildQualification=4:Dual
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i014_blue_150068
baseItemId=4:I014
rarity=4:blue
generationVersion=1:1
rootSeed=6:150068
cultivationPotentialProfileId=32:candidate_core_profile_i014_blue
statId=8:cooldown
statRawUnits=1:5
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:26
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:589
slotId=9:random_01
slotKind=6:Random
affixId=24:affix_cooldown_reduction
affixValueProfileId=40:candidate_value_affix_cooldown_reduction
affixRawUnits=3:669
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
buildQualification=4:Dual
",PASS
roll.I014@purple,roll_150,PASS,PASS,PASS
projection.I014@purple,projection_150,PASS,PASS,PASS
determinism.I014@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i014_purple_150069
baseItemId=4:I014
rarity=6:purple
generationVersion=1:1
rootSeed=6:150069
cultivationPotentialProfileId=34:candidate_core_profile_i014_purple
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:30
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:883
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:4
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
eligibleCoreEffectId=22:candidate_core_i014_04
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_04
buildQualification=9:QiLeiOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i014_purple_150069
baseItemId=4:I014
rarity=6:purple
generationVersion=1:1
rootSeed=6:150069
cultivationPotentialProfileId=34:candidate_core_profile_i014_purple
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:4
statId=5:guard
statRawUnits=2:30
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:883
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:4
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
eligibleCoreEffectId=22:candidate_core_i014_04
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_04
buildQualification=9:QiLeiOnly
",PASS
roll.I014@orange,roll_150,PASS,PASS,PASS
projection.I014@orange,projection_150,PASS,PASS,PASS
determinism.I014@orange,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i014_orange_150070
baseItemId=4:I014
rarity=6:orange
generationVersion=1:1
rootSeed=6:150070
cultivationPotentialProfileId=34:candidate_core_profile_i014_orange
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1800
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
eligibleCoreEffectId=22:candidate_core_i014_04
eligibleCoreEffectId=28:candidate_core_i014_ultimate
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_04
visibleCoreEffectId=28:candidate_core_i014_ultimate
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i014_orange_150070
baseItemId=4:I014
rarity=6:orange
generationVersion=1:1
rootSeed=6:150070
cultivationPotentialProfileId=34:candidate_core_profile_i014_orange
statId=8:cooldown
statRawUnits=1:4
statId=8:duration
statRawUnits=1:5
statId=5:guard
statRawUnits=2:35
statId=8:nianCost
statRawUnits=1:3
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1800
slotId=9:random_01
slotKind=6:Random
affixId=17:affix_duration_up
affixValueProfileId=33:candidate_value_affix_duration_up
affixRawUnits=1:5
eligibleCoreEffectId=22:candidate_core_i014_01
eligibleCoreEffectId=22:candidate_core_i014_02
eligibleCoreEffectId=22:candidate_core_i014_03
eligibleCoreEffectId=22:candidate_core_i014_04
eligibleCoreEffectId=28:candidate_core_i014_ultimate
visibleCoreEffectId=22:candidate_core_i014_01
visibleCoreEffectId=22:candidate_core_i014_02
visibleCoreEffectId=22:candidate_core_i014_03
visibleCoreEffectId=22:candidate_core_i014_04
visibleCoreEffectId=28:candidate_core_i014_ultimate
buildQualification=4:None
",PASS
roll.I015@white,roll_150,PASS,PASS,PASS
projection.I015@white,projection_150,PASS,PASS,PASS
determinism.I015@white,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i015_white_150071
baseItemId=4:I015
rarity=5:white
generationVersion=1:1
rootSeed=6:150071
cultivationPotentialProfileId=33:candidate_core_profile_i015_white
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:7
statId=5:guard
statRawUnits=2:25
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:279
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:1
eligibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_01
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i015_white_150071
baseItemId=4:I015
rarity=5:white
generationVersion=1:1
rootSeed=6:150071
cultivationPotentialProfileId=33:candidate_core_profile_i015_white
statId=7:control
statRawUnits=1:3
statId=8:cooldown
statRawUnits=1:7
statId=5:guard
statRawUnits=2:25
statId=8:nianCost
statRawUnits=1:7
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:279
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:1
eligibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_01
buildQualification=4:None
",PASS
roll.I015@green,roll_150,PASS,PASS,PASS
projection.I015@green,projection_150,PASS,PASS,PASS
determinism.I015@green,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i015_green_150072
baseItemId=4:I015
rarity=5:green
generationVersion=1:1
rootSeed=6:150072
cultivationPotentialProfileId=33:candidate_core_profile_i015_green
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:30
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:483
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:408
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=20:wb_i015_green_150072
baseItemId=4:I015
rarity=5:green
generationVersion=1:1
rootSeed=6:150072
cultivationPotentialProfileId=33:candidate_core_profile_i015_green
statId=7:control
statRawUnits=1:6
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:30
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:483
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=3:408
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
buildQualification=4:None
",PASS
roll.I015@blue,roll_150,PASS,PASS,PASS
projection.I015@blue,projection_150,PASS,PASS,PASS
determinism.I015@blue,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i015_blue_150073
baseItemId=4:I015
rarity=4:blue
generationVersion=1:1
rootSeed=6:150073
cultivationPotentialProfileId=32:candidate_core_profile_i015_blue
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:36
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:796
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
buildQualification=4:None
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=19:wb_i015_blue_150073
baseItemId=4:I015
rarity=4:blue
generationVersion=1:1
rootSeed=6:150073
cultivationPotentialProfileId=32:candidate_core_profile_i015_blue
statId=7:control
statRawUnits=1:5
statId=8:cooldown
statRawUnits=1:6
statId=5:guard
statRawUnits=2:36
statId=8:nianCost
statRawUnits=1:6
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=3:796
slotId=9:random_01
slotKind=6:Random
affixId=16:affix_control_up
affixValueProfileId=32:candidate_value_affix_control_up
affixRawUnits=1:8
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
buildQualification=4:None
",PASS
roll.I015@purple,roll_150,PASS,PASS,PASS
projection.I015@purple,projection_150,PASS,PASS,PASS
determinism.I015@purple,determinism_150,"schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i015_purple_150074
baseItemId=4:I015
rarity=6:purple
generationVersion=1:1
rootSeed=6:150074
cultivationPotentialProfileId=34:candidate_core_profile_i015_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:52
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1191
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1133
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
eligibleCoreEffectId=22:candidate_core_i015_04
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_04
buildQualification=9:FaMenOnly
","schemaId=32:ItemGeneratedInstanceSnapshot.v1
generationAlgorithmId=21:item-instance-roll-v1
generationDataStatus=63:QA_FIXTURE_ONLY|NOT_BALANCE_APPROVED|NOT_FORMAL_GENERATION_DATA
itemInstanceId=21:wb_i015_purple_150074
baseItemId=4:I015
rarity=6:purple
generationVersion=1:1
rootSeed=6:150074
cultivationPotentialProfileId=34:candidate_core_profile_i015_purple
statId=7:control
statRawUnits=1:8
statId=8:cooldown
statRawUnits=1:5
statId=5:guard
statRawUnits=2:52
statId=8:nianCost
statRawUnits=1:4
slotId=8:fixed_01
slotKind=5:Fixed
affixId=14:affix_guard_up
affixValueProfileId=30:candidate_value_affix_guard_up
affixRawUnits=4:1191
slotId=9:random_01
slotKind=6:Random
affixId=21:affix_nian_efficiency
affixValueProfileId=37:candidate_value_affix_nian_efficiency
affixRawUnits=4:1133
eligibleCoreEffectId=22:candidate_core_i015_01
eligibleCoreEffectId=22:candidate_core_i015_02
eligibleCoreEffectId=22:candidate_core_i015_03
eligibleCoreEffectId=22:candidate_core_i015_04
visibleCoreEffectId=22:candidate_core_i015_01
visibleCoreEffectId=22:candidate_core_i015_02
visibleCoreEffectId=22:candidate_core_i015_03
visibleCoreEffectId=22:candidate_core_i015_04
buildQualification=9:FaMenOnly
",PASS
roll.I015@orange,roll_150,PASS,PASS,PASS
